"Gene","logFC"
"Gene_348",0.0766624034690615
"Gene_350",0.0891080587952127
"Gene_352",0.0654601733569531
"Gene_354",0.107656020784381
"Gene_358",0.00756985643888974
"Gene_362",0.10572728087749
"Gene_363",0.0285697360959971
"Gene_365",0.10686425358041
"Gene_366",0.0903726286854174
"Gene_367",0.0396007779967329
"Gene_368",0.00766904072479058
"Gene_369",0.00518410369330757
"Gene_370",0.0419560663281731
"Gene_371",0.0518593786154393
"Gene_373",0.111239853508727
"Gene_374",0.0350934048822542
"Gene_376",0.0654394517199446
"Gene_377",0.0095715290209859
"Gene_378",0.0447414434715201
"Gene_380",0.0791027729180143
"Gene_381",0.00320722505963111
"Gene_382",0.0699988592792957
"Gene_383",0.134559167784917
"Gene_386",0.107266595169047
"Gene_387",0.107999091718125
"Gene_388",0.0576991921961563
"Gene_389",0.0377852563883687
"Gene_390",0.0136222388377831
"Gene_391",0.0648028192196275
"Gene_394",0.0124510182681932
"Gene_395",0.0843272004112641
"Gene_396",0.0292833675116815
"Gene_397",0.0799260015867294
"Gene_399",0.0474783895940347
"Gene_400",0.0683434787619426
"Gene_401",0.0550873951184743
"Gene_402",0.0547694763156854
"Gene_403",0.00865636370529188
"Gene_405",0.0520204390280306
"Gene_406",0.0262929084281098
"Gene_408",0.050190517928185
"Gene_409",0.0442283814241766
"Gene_410",0.0451431971239677
"Gene_411",0.0255951778511139
"Gene_412",0.0494978923188572
"Gene_415",0.0381784497620785
"Gene_416",0.0278573196738341
"Gene_417",0.0690303139059067
"Gene_418",0.0183192457157846
"Gene_420",0.0393068981139977
"Gene_421",0.00503676320556279
"Gene_423",0.0709982793446233
"Gene_424",0.0624543030076543
"Gene_425",0.067939843770346
"Gene_426",0.0728619642156789
"Gene_427",0.0724029439534744
"Gene_429",0.0197740008893574
"Gene_430",0.0753291118319921
"Gene_431",0.0194531225110564
"Gene_432",0.0249716929048081
"Gene_434",0.0206789246023624
"Gene_436",0.0272364215309246
"Gene_438",0.0404260958463136
"Gene_439",0.0339672466180683
"Gene_441",0.0478649434410441
"Gene_442",0.0390828353039083
"Gene_445",0.0182888607088887
"Gene_446",0.013677855587777
"Gene_447",0.0117438879479272
"Gene_448",0.0444890726169849
"Gene_449",0.0234503033828828
"Gene_450",0.0915061418920082
"Gene_453",0.00453287059113361
"Gene_454",0.0646937325983741
"Gene_457",0.0968255522025356
"Gene_458",0.00603133522795574
"Gene_461",0.0119041848118693
"Gene_462",0.000637875669839083
"Gene_463",0.0911370714865289
"Gene_464",0.0315288912776777
"Gene_465",0.0223923368637071
"Gene_467",0.113606354062177
"Gene_469",0.0839088614847054
"Gene_472",0.0636468004895741
"Gene_473",0.144873401193791
"Gene_474",0.0509272292279506
"Gene_475",0.0728988855325499
"Gene_476",0.0716426124272815
"Gene_477",0.00707734429471341
"Gene_478",0.0159759910147392
"Gene_479",0.0928031274459098
"Gene_481",0.0869502025344864
"Gene_482",0.0783328037711466
"Gene_483",0.105298708657773
"Gene_484",0.0139737741339023
"Gene_486",0.0121164731499519
"Gene_488",0.0824582990111513
"Gene_489",0.0810795989150481
"Gene_490",0.145469182992163
"Gene_491",0.0357688896738892
"Gene_492",0.070243159488633
"Gene_496",0.0954490579982497
"Gene_497",0.048235827745585
"Gene_500",0.0238040398854422
"Gene_504",0.0693439837574368
"Gene_507",0.0301930926049354
"Gene_508",0.0582758723375827
"Gene_510",0.00911115936783524
"Gene_511",0.00708970282008359
"Gene_512",0.0614248362499374
"Gene_513",0.0315734232321243
"Gene_514",0.0106244537431937
"Gene_515",0.0634180688208206
"Gene_516",0.0210796711002224
"Gene_517",0.0468171164513547
"Gene_518",0.0163403340598749
"Gene_520",0.017003871451323
"Gene_521",0.0328563946988938
"Gene_523",0.0932409443717916
"Gene_525",0.162917434884227
"Gene_526",0.0763239712438875
"Gene_528",0.049679184034765
"Gene_529",0.02254560213904
"Gene_531",0.0586890907924493
"Gene_532",0.0733238693824756
"Gene_533",0.140451518310513
"Gene_534",0.0819313623884184
"Gene_535",0.0510548032323102
"Gene_536",0.0641918823457699
"Gene_539",0.0068608643571233
"Gene_540",0.0999115621800399
"Gene_541",0.0318129587217375
"Gene_542",0.105281876122641
"Gene_543",0.0427998649613031
"Gene_544",0.0562942232152066
"Gene_545",0.0227199019457567
"Gene_548",0.0939056956551543
"Gene_549",0.0546642135098732
"Gene_550",0.0694380333939737
"Gene_551",0.0231621850820263
"Gene_552",0.0151969997591461
"Gene_554",0.0504612598815406
"Gene_555",0.109763195297865
"Gene_556",0.00776955208486996
"Gene_558",0.00491767622056249
"Gene_559",0.0114659020509928
"Gene_560",0.0791369515328668
"Gene_561",0.152693351292705
"Gene_562",0.0161049634373049
"Gene_563",0.0145825532800972
"Gene_564",0.0491006040787858
"Gene_565",0.046757799634721
"Gene_567",0.0137672957658048
"Gene_568",0.0404082173105991
"Gene_569",0.0772768102697534
"Gene_570",0.00963701656788007
"Gene_572",0.0274371342318243
"Gene_574",0.130549354255849
"Gene_575",0.0244979453712393
"Gene_576",0.0457654493151787
"Gene_577",0.0170760868647091
"Gene_578",0.051529212752051
"Gene_580",0.0475073775742625
"Gene_581",0.122209248601978
"Gene_583",0.0414469489813789
"Gene_584",0.106189970682916
"Gene_585",0.0649393645282621
"Gene_586",0.0672949311659456
"Gene_588",0.040258765427271
"Gene_590",0.0551630673676011
"Gene_591",0.0418198077291443
"Gene_592",0.0315532369038793
"Gene_594",0.0277092779567281
"Gene_595",0.0955236536656083
"Gene_596",0.0528592830731021
"Gene_597",0.0352986794086525
"Gene_598",0.0443076733615846
"Gene_599",0.0815603824791795
"Gene_601",0.0295153803987107
"Gene_604",0.0683871697900948
"Gene_606",0.00831074522555353
"Gene_608",0.0204209586814548
"Gene_610",0.0620514635837335
"Gene_614",0.00227445109436708
"Gene_615",0.0539349225713095
"Gene_616",0.0663432670336914
"Gene_617",0.0907634802605344
"Gene_618",0.038115123693673
"Gene_619",0.0150509943283397
"Gene_620",0.0285715845849142
"Gene_621",0.00498645464303271
"Gene_623",0.138207119959579
"Gene_624",0.0385292210376669
"Gene_625",0.050598412664169
"Gene_626",0.0103984637346293
"Gene_628",0.0878930654266812
"Gene_630",0.0794009045322768
"Gene_631",0.048553701337088
"Gene_632",0.0147693231823558
"Gene_634",0.00372037299608374
"Gene_636",0.0417050318974717
"Gene_638",0.128863878669834
"Gene_639",0.0738310873399266
"Gene_640",0.0647204816534948
"Gene_641",0.00308380602144931
"Gene_642",0.123129177524965
"Gene_643",0.123464344061959
"Gene_644",0.0245667184424456
"Gene_645",0.13214357971324
"Gene_647",0.0735327255467824
"Gene_648",0.00698812562474815
"Gene_649",0.0599719592791508
"Gene_650",0.0973937445647719
"Gene_651",0.0807461218980636
"Gene_652",0.0741581397901019
"Gene_655",0.135300019147076
"Gene_656",0.0226616104342656
"Gene_657",0.0758692478796781
"Gene_659",0.0871181960699481
"Gene_660",0.027064869141463
"Gene_661",0.0183001274168832
"Gene_662",0.0801910392562286
"Gene_663",6.05742200141535e-05
"Gene_664",0.0143889854796919
"Gene_665",0.0760781696884538
"Gene_666",0.0458964844870247
"Gene_668",0.0523821968374008
"Gene_669",0.0852713259169744
"Gene_670",0.0124897215574191
"Gene_672",0.133222423340871
"Gene_673",0.0220145014700885
"Gene_674",0.00449188335499118
"Gene_675",0.0243766924078321
"Gene_676",0.104348899565518
"Gene_677",0.0522644083734676
"Gene_678",0.10030255512966
"Gene_680",0.0289657644780812
"Gene_681",0.127289336121637
"Gene_682",0.0563548641454541
"Gene_683",0.0124578119325767
"Gene_684",0.109279125264392
"Gene_685",0.0107613390761667
"Gene_686",0.0598651131102907
"Gene_687",0.0271113468793831
"Gene_689",0.0933715899449084
"Gene_691",0.0802099892334356
"Gene_695",0.0171838170101752
"Gene_696",0.163262956624828
"Gene_697",0.037687872631289
"Gene_698",0.0512127771513149
"Gene_699",0.00809099459208262
"Gene_700",0.00159127300667539
"Gene_701",0.116110953454672
"Gene_702",0.0156463968136276
"Gene_703",0.0178510118118487
"Gene_706",0.0521287283946013
"Gene_707",0.106407251060662
"Gene_710",0.0206500463766357
"Gene_712",0.0559551058989514
"Gene_714",0.0185112095737394
"Gene_717",0.0727832161730859
"Gene_718",0.00890465118549288
"Gene_719",0.0417110933835914
"Gene_720",0.0731463342627623
"Gene_722",0.0440060672494216
"Gene_723",0.0826652745418679
"Gene_725",0.0662533432964039
"Gene_727",0.12420638998036
"Gene_728",0.0130327367514758
"Gene_729",0.0290640095991028
"Gene_731",0.0506303015042997
"Gene_732",0.0484190448375093
"Gene_733",0.0318239761898864
"Gene_735",0.0953530190200809
"Gene_737",0.02139322585368
"Gene_738",0.0664892206789154
"Gene_739",0.0635168603624816
"Gene_743",0.153475032094748
"Gene_745",0.0391520675341286
"Gene_747",0.0405664237497763
"Gene_748",0.190844951670384
"Gene_749",0.0627690560456573
"Gene_750",0.0595515748243138
"Gene_751",0.0242585317709865
"Gene_752",0.00851011722444994
"Gene_754",0.0357775337074044
"Gene_755",0.045651602095548
"Gene_756",0.0842936367528488
"Gene_758",0.0237912849943136
"Gene_759",0.0424568095614091
"Gene_761",0.00995243014438207
"Gene_764",0.0897861959311248
"Gene_765",0.0754888269963776
"Gene_767",0.00110593597690034
"Gene_770",0.0147602458749891
"Gene_771",0.0986846921360116
"Gene_773",0.0447238981660303
"Gene_774",0.0338657660216306
"Gene_775",0.0197246940989992
"Gene_777",0.00680903720636428
"Gene_778",0.0561731599879325
"Gene_780",0.0527728748501999
"Gene_781",0.110616852213243
"Gene_782",0.104005242444166
"Gene_783",0.0346197186424826
"Gene_784",0.0562279462556696
"Gene_785",0.0340533903984857
"Gene_787",0.0837332357996883
"Gene_788",0.0156724777007682
"Gene_789",0.0686316099774209
"Gene_790",0.0286765749428306
"Gene_792",0.0821200392760244
"Gene_794",0.0550785538253824
"Gene_795",0.0658492243364606
"Gene_798",0.0589897810732123
"Gene_799",0.0934241121570953
"Gene_800",0.010306433886905
"Gene_802",0.03429375170793
"Gene_810",0.0602066248844007
"Gene_811",0.0540622967163125
"Gene_812",0.0608819305041131
"Gene_813",0.026865125804203
"Gene_814",0.0742061851923834
"Gene_815",0.0092841005201123
"Gene_816",0.0222718574918144
"Gene_817",0.0582302120884672
"Gene_821",0.0120883846577962
"Gene_822",0.0914560753956333
"Gene_823",0.0487688518284335
"Gene_825",0.109511652826013
"Gene_826",0.063259274321505
"Gene_828",0.0483169496068907
"Gene_830",0.144718966706985
"Gene_831",0.00697494968887469
"Gene_832",0.0882196879669723
"Gene_833",0.0300362162928693
"Gene_834",0.0210708783392608
"Gene_835",0.0309130510261921
"Gene_836",0.0853675169587769
"Gene_837",0.131655669488929
"Gene_839",0.00945939498031656
"Gene_841",0.0705448480258513
"Gene_842",0.0745796495453819
"Gene_843",0.0223693155938709
"Gene_844",0.0168123942777707
"Gene_845",0.0588860718143751
"Gene_846",0.0768902384570946
"Gene_848",0.0136173833044437
"Gene_849",0.0166935085227737
"Gene_850",0.0106017528650169
"Gene_851",0.0405975179607401
"Gene_852",0.048617970823936
"Gene_854",0.0775573304611878
"Gene_856",0.0375538638756234
"Gene_857",0.0157048389053891
"Gene_858",0.00450729211958389
"Gene_859",0.00574955713763758
"Gene_860",0.0825003322398912
"Gene_863",0.0590841106970812
"Gene_864",0.0218821170252466
"Gene_865",0.00121837797843805
"Gene_866",0.0187810059265949
"Gene_867",0.00323396120115316
"Gene_868",0.0849772774070163
"Gene_870",0.0658185460981593
"Gene_872",0.0233146698334665
"Gene_873",0.0730293200004897
"Gene_874",0.0416822213324677
"Gene_875",0.0102204677211373
"Gene_876",0.107805963397752
"Gene_878",0.105296450619353
"Gene_879",0.0592913142091396
"Gene_880",0.0265574449955026
"Gene_881",0.0632801819377198
"Gene_882",0.114245849081016
"Gene_883",0.0224812109749224
"Gene_885",0.107136641549255
"Gene_886",0.0411127177912136
"Gene_887",0.0578156402595127
"Gene_889",0.0138242052817312
"Gene_890",0.0800357343038836
"Gene_892",0.0100196910918942
"Gene_893",0.0369918255305985
"Gene_894",0.0834403892987652
"Gene_895",0.0254240224922238
"Gene_897",0.00325616978146348
"Gene_898",0.0492184094352246
"Gene_899",0.0125737980732485
"Gene_900",0.0885122040523165
"Gene_902",0.0215363638669901
"Gene_903",0.0216953485753648
"Gene_904",0.038829222479229
"Gene_905",0.027686784806543
"Gene_907",0.0270694166277838
"Gene_908",0.0578979309648995
"Gene_909",0.0501493050886559
"Gene_911",0.0164125890443869
"Gene_912",0.0255603928809314
"Gene_913",0.00928745967161326
"Gene_914",0.00902114442167656
"Gene_915",0.0868498237031816
"Gene_917",0.0756131027738669
"Gene_918",0.0158081392349514
"Gene_919",0.12245342603375
"Gene_920",0.051262523306161
"Gene_922",0.0054135935228139
"Gene_923",0.0749240775994382
"Gene_924",0.0289136195953894
"Gene_925",0.0822677169759447
"Gene_927",0.0627790203328606
"Gene_928",0.0311123855943083
"Gene_930",0.00505630483819575
"Gene_932",0.0671523628784261
"Gene_933",0.0442204286971908
"Gene_934",0.0512824422036924
"Gene_935",0.126857392978398
"Gene_936",0.00979745107494967
"Gene_937",0.0220178792961958
"Gene_938",0.138079219946166
"Gene_939",0.131102870877725
"Gene_940",0.0611640740179995
"Gene_941",0.0239517231352853
"Gene_942",0.103622683672007
"Gene_944",0.000481321973564874
"Gene_945",0.0193009711673633
"Gene_946",0.0683370690549299
"Gene_947",0.000990727324042151
"Gene_949",0.101953132328899
"Gene_950",0.0350049334218614
"Gene_951",0.0629261551339826
"Gene_952",0.0549920052406478
"Gene_954",0.00175224277941899
"Gene_955",0.0497158424701953
"Gene_956",0.153166803836093
"Gene_958",0.110549645654914
"Gene_963",0.100825381901783
"Gene_965",0.0342184097584357
"Gene_966",0.100868828809913
"Gene_967",0.00869992209021353
"Gene_969",0.0729827590900163
"Gene_970",0.042380075474282
"Gene_971",0.00253494632233719
"Gene_972",0.123550662236096
"Gene_973",0.0446156176393782
"Gene_974",0.000926127114025288
"Gene_975",0.0802540552367321
"Gene_977",0.0314448007961481
"Gene_978",0.003819350873421
"Gene_980",0.0733570006513151
"Gene_982",0.0924055596744928
"Gene_983",0.0890661273551241
"Gene_984",0.0748389121971429
"Gene_985",0.0160473529457512
"Gene_987",0.0831724165633889
"Gene_988",0.0665363934374339
"Gene_989",0.0260423153975249
"Gene_990",0.0225519472549354
"Gene_991",0.0262574062637375
"Gene_992",0.042516754688215
"Gene_994",0.108478125476891
"Gene_996",0.0895217804663466
"Gene_997",0.0317861935456185
"Gene_998",0.0293927830121476
"Gene_1000",0.0618935348716887
"Gene_1001",0.0512528852614547
"Gene_1002",0.0289856224803975
"Gene_1003",0.028766461369151
"Gene_1004",0.123004915236396
"Gene_1005",0.0891166173841453
"Gene_1006",0.0497529001716175
"Gene_1009",0.0381128649101785
"Gene_1011",0.0131756809259382
"Gene_1012",0.015144485492677
"Gene_1014",0.0604852475316986
"Gene_1016",0.0548587236364746
"Gene_1017",0.00598947763190472
"Gene_1018",0.111875597589736
"Gene_1019",0.0578760261025395
"Gene_1020",0.0531790102136003
"Gene_1021",0.0426713557034821
"Gene_1023",0.115450948935551
"Gene_1024",0.125778485019052
"Gene_1026",0.0146262421313321
"Gene_1027",0.0406899666441118
"Gene_1029",0.0376082987129207
"Gene_1030",0.032736976959411
"Gene_1033",0.0307381951596799
"Gene_1034",0.123451193675928
"Gene_1035",0.0846148154179067
"Gene_1036",0.00853439152278002
"Gene_1037",0.0382990570739254
"Gene_1038",0.0286737360707985
"Gene_1039",0.0710736667804297
"Gene_1040",0.0951285373779411
"Gene_1042",0.049302037040917
"Gene_1043",0.0859896433033516
"Gene_1044",0.0774272844493353
"Gene_1047",0.000489163602284126
"Gene_1048",0.000198999805836486
"Gene_1050",0.13298238556945
"Gene_1052",0.285913934178522
"Gene_1053",0.0939095866021993
"Gene_1054",0.0413181764855506
"Gene_1056",0.0778311728195389
"Gene_1057",0.0911685698966931
"Gene_1058",0.0115995144273722
"Gene_1059",0.0302712505616882
"Gene_1060",0.0927738300135155
"Gene_1061",0.10964194356137
"Gene_1062",0.0479078423524721
"Gene_1063",0.00836814339130454
"Gene_1064",0.0389683036601363
"Gene_1066",0.00852290152980384
"Gene_1067",0.0179981838058461
"Gene_1068",0.0335845420417105
"Gene_1069",0.144774132733221
"Gene_1071",0.0756204521330268
"Gene_1073",0.0662795373561176
"Gene_1074",0.0674022083320036
"Gene_1075",0.0549399711282645
"Gene_1076",0.0319305608008098
"Gene_1077",0.0633510370018029
"Gene_1079",0.0184170188814323
"Gene_1080",0.108541939409744
"Gene_1082",0.0544931652783891
"Gene_1084",0.031959720179513
"Gene_1085",0.0494998604263159
"Gene_1089",0.00288219913851151
"Gene_1090",0.0375690170691665
"Gene_1091",0.0711434105546394
"Gene_1093",0.0488046987655855
"Gene_1095",0.044319018267899
"Gene_1096",0.0700708985121583
"Gene_1098",0.016638795487264
"Gene_1099",0.00226156011559997
"Gene_1100",0.110890320737919
"Gene_1101",0.0181775695227708
"Gene_1102",0.0274472144712399
"Gene_1103",0.0550990664130415
"Gene_1104",0.050616976043353
"Gene_1105",0.108366395104263
"Gene_1106",0.0315266127045
"Gene_1109",0.057891261275508
"Gene_1110",0.120480511913835
"Gene_1111",0.119429654655147
"Gene_1112",0.0504496178041545
"Gene_1113",0.0325043734012387
"Gene_1114",0.118910950276657
"Gene_1115",0.070566657278484
"Gene_1116",0.0509696292281099
"Gene_1118",0.0491246980899751
"Gene_1120",0.105643162522669
"Gene_1121",0.013460706215874
"Gene_1122",0.059284002905124
"Gene_1124",0.0333185738280424
"Gene_1126",0.0136997429907981
"Gene_1127",0.0756440048181179
"Gene_1129",0.0350342652837119
"Gene_1131",0.0421125463586756
"Gene_1132",0.0519400633316449
"Gene_1133",0.043895871571245
"Gene_1134",0.0614761498487622
"Gene_1135",0.0434245210068891
"Gene_1138",0.0301736718772116
"Gene_1139",0.0295637737307146
"Gene_1142",0.0986262950948653
"Gene_1143",0.0209048278921058
"Gene_1144",0.0137884009429929
"Gene_1145",0.0645516990335242
"Gene_1146",0.0607997475778559
"Gene_1147",0.0238185398365043
"Gene_1150",0.042930606643282
"Gene_1151",0.0390047148995105
"Gene_1152",0.0772877633035489
"Gene_1153",0.0878520893541226
"Gene_1154",0.0689529431997005
"Gene_1155",0.0368285663634116
"Gene_1156",0.0499532502626221
"Gene_1157",0.0521523172227374
"Gene_1160",0.021986226354227
"Gene_1161",0.0247400771296866
"Gene_1165",0.0281994102778196
"Gene_1166",0.0466900270005026
"Gene_1167",0.014581487939151
"Gene_1168",0.026437069296799
"Gene_1169",0.0665153361441946
"Gene_1170",0.019023268508338
"Gene_1171",0.0494464565712329
"Gene_1173",0.0393679877921467
"Gene_1177",0.0124185473230649
"Gene_1179",0.0417772859344674
"Gene_1181",0.0275631150075357
"Gene_1182",0.0488239615343198
"Gene_1183",0.0403168296557976
"Gene_1187",0.0997722711495399
"Gene_1188",0.131215891121586
"Gene_1189",0.0388331028641269
"Gene_1190",0.0166260924190458
"Gene_1191",0.0680671989864989
"Gene_1192",0.00939558533019769
"Gene_1194",0.00131792613307935
"Gene_1195",0.0608438460577685
"Gene_1198",0.0133169756282516
"Gene_1200",0.043020436014698
"Gene_1201",0.0586831619003751
"Gene_1202",0.037135315336116
"Gene_1203",0.025228366826298
"Gene_1205",0.0369046798977952
"Gene_1208",0.0163371876692442
"Gene_1209",0.132896978345878
"Gene_1210",0.0591357979875959
"Gene_1211",0.103877966213958
"Gene_1212",0.0634363231137236
"Gene_1213",0.0299397813731397
"Gene_1215",0.0732339575939522
"Gene_1216",0.0423192146601847
"Gene_1217",0.106383447392012
"Gene_1218",0.0414333213328861
"Gene_1219",0.119179843920238
"Gene_1220",0.0683782099144814
"Gene_1223",0.00498403046677476
"Gene_1224",0.0987302753710804
"Gene_1228",0.0447716906659559
"Gene_1229",0.0325842883801233
"Gene_1230",0.168308374936575
"Gene_1231",0.00953599597329857
"Gene_1232",0.0479261075246766
"Gene_1233",0.0313262561931409
"Gene_1235",0.0847731955465387
"Gene_1236",0.0922045397417324
"Gene_1237",0.0777047797013468
"Gene_1239",0.108127606854513
